"Season","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR"
"1983","SFG","2121","6128","142","687","638","140","10.1%","16.2%",".129",".276",".247",".325",".375",".315","","97","-3.8","-27.4","3.4","18.3"
"1889","PIT","1223","5212","42","726","596","231","8.1%","9.0%",".098",".274",".253",".320",".351",".323","","97","-9.3","-32.0","27.1","18.3"
"1911","CLE","1640","5885","20","691","579","209","6.0%","",".086","",".282",".333",".369",".337","","92","0.0","-61.1","33.6","18.3"
"1994","STL","1514","4450","108","535","506","76","9.8%","15.4%",".151",".292",".263",".339",".414",".329","","97","-5.0","-25.9","63.6","18.3"
"2006","KCR","2272","6229","124","757","718","65","7.6%","16.7%",".140",".311",".271",".332",".411",".323","","92","3.0","-64.6","37.7","18.3"
"1914","CHC","1734","5784","42","605","502","164","8.7%","10.0%",".094",".268",".243",".317",".337",".319","","95","16.0","-15.1","17.1","18.3"
"1975","STL","2110","6209","81","662","619","116","7.2%","10.5%",".103",".294",".273",".327",".375",".320","","95","5.3","-30.8","1.2","18.2"
"2005","FLA","2296","6214","128","717","678","96","8.2%","14.8%",".137",".304",".272",".339",".409",".326","","98","-7.1","-23.0","2.5","18.2"
"1985","CHC","2243","6177","150","686","640","182","9.1%","15.2%",".136",".281",".254",".324",".390",".317","","92","15.0","-39.5","12.8","18.2"
"1995","LAD","2032","5544","140","634","593","127","8.4%","18.5%",".136",".305",".264",".329",".400",".322","","98","4.4","-11.9","11.0","18.2"
"1920","WAS","1629","5940","36","725","616","160","7.3%","9.1%",".096",".318",".290",".351",".386",".349","","98","6.6","-6.4","-18.9","18.2"
"2001","LAD","2084","6169","206","758","714","89","8.4%","17.2%",".170",".279",".255",".323",".425",".322","","97","-0.7","-23.8","9.0","18.2"
"1943","CHW","1629","5909","33","573","508","173","9.5%","9.8%",".073",".272",".247",".322",".320",".313","","91","0.5","-58.8","38.5","18.2"
"1982","BOS","1674","6262","136","753","705","42","8.7%","11.8%",".132",".294",".274",".340",".407",".335","","100","-6.9","-6.0","-17.0","18.2"
"1981","CIN","1410","4123","64","464","429","58","9.1%","13.4%",".118",".297",".267",".335",".385",".328","","104","-2.0","15.1","17.1","18.2"
"2021","NYY","2354","6060","222","711","666","63","10.2%","24.5%",".169",".285",".237",".322",".407",".317","","101","-15.1","-6.3","-17.9","18.2"
"1981","NYY","1162","3994","100","421","403","47","9.8%","10.9%",".139",".261",".252",".325",".391",".327","","109","-1.6","39.0","8.3","18.2"
"2017","BOS","2334","6338","168","785","735","106","9.0%","19.3%",".149",".300",".258",".329",".407",".316","","91","4.9","-64.0","30.2","18.2"
"1937","BSN","1630","5740","63","579","534","45","8.4%","12.3%",".092",".276",".247",".314",".339",".307","","84","5.9","-104.8","100.3","18.2"
"2004","FLA","2223","6160","148","718","677","96","8.1%","15.7%",".143",".295",".264",".329",".406",".321","","94","0.5","-51.1","30.1","18.2"
"1940","NYG","1713","5900","91","663","614","45","7.7%","8.1%",".106",".280",".267",".329",".374",".325","","92","5.9","-51.4","51.2","18.2"
"1889","STL","1292","5487","58","957","743","336","9.0%","8.7%",".104",".285",".266",".339",".370",".341","","93","4.4","-55.8","35.8","18.2"
"1966","CHW","2265","6021","87","574","524","153","7.9%","14.5%",".100",".259",".231",".297",".331",".280","","86","4.2","-87.0","96.7","18.1"
"2011","SFG","2370","6091","121","570","534","85","7.4%","18.4%",".126",".281",".242",".303",".368",".295","","88","-6.5","-87.9","74.2","18.1"
"1902","CHI","1317","5352","6","529","423","222","6.6%","",".048","",".250",".307",".298",".296","","92","10.3","-40.3","32.8","18.1"
"1875","PHN","698","3288","7","699","456","75","1.2%","1.7%",".080",".293",".290",".298",".369",".303","","114","-3.5","70.1","21.6","18.1"
"2005","HOU","2324","6139","161","693","654","115","7.8%","16.9%",".152",".288",".256",".322",".408",".318","","90","-0.1","-77.8","58.5","18.1"
"1938","STL","1823","6039","91","725","680","55","6.8%","8.1%",".128",".293",".279",".331",".407",".339","","98","8.9","-6.3","13.1","18.1"
"1978","PIT","2037","6040","115","684","631","213","7.9%","14.5%",".128",".286",".257",".320",".385",".316","","94","8.8","-33.3","3.6","18.1"
"2021","NYM","2419","5856","176","636","604","54","8.5%","23.8%",".152",".291",".238",".314",".390",".307","","96","-13.5","-41.6","28.8","18.1"
"2005","NYM","2213","6146","175","722","683","153","7.9%","17.5%",".158",".290",".258",".322",".416",".320","","93","21.0","-32.8","13.2","18.1"
"1973","HOU","1996","6153","134","681","634","92","7.6%","15.6%",".124",".281",".251",".312",".376",".310","","92","2.2","-58.0","37.7","18.1"
"1899","LOU","1466","5981","40","827","647","233","7.3%","",".084","",".280",".343",".364",".343","","95","1.3","-40.8","7.0","18.1"
"1982","SFG","2233","6227","133","673","631","130","9.7%","14.7%",".122",".280",".253",".327",".376",".315","","99","4.0","-4.2","-34.3","18.1"
"1934","PIT","1710","5878","52","735","679","44","7.5%","6.8%",".110",".303",".287",".344",".398",".343","","98","6.2","-10.9","5.5","18.1"
"1918","PIT","1303","4667","15","466","391","200","7.9%","6.1%",".072",".264",".248",".315",".321",".314","","92","15.6","-22.7","43.4","18.1"
"2014","NYY","2288","6082","147","633","591","112","7.4%","18.6%",".135",".282",".245",".307",".380",".305","","94","3.2","-38.5","11.7","18.1"
"2014","STL","2324","6086","105","619","585","57","7.7%","18.6%",".116",".300",".253",".320",".369",".308","","95","-15.5","-49.0","29.9","18.1"
"1961","PIT","1904","5867","128","694","646","26","7.3%","12.3%",".137",".293",".273",".328",".410",".326","","95","-5.2","-44.6","26.8","18.1"
"1913","PIT","1745","5830","35","673","570","181","6.7%","9.3%",".093",".289",".263",".319",".356",".325","","96","-3.5","-32.3","-1.1","18.1"
"1975","HOU","2110","6212","84","664","606","133","8.4%","12.3%",".105",".279",".254",".320",".359",".310","","94","3.6","-41.2","10.4","18.1"
"1999","MIL","2281","6433","165","815","777","81","10.2%","16.6%",".153",".309",".273",".353",".426",".342","","97","1.4","-28.8","11.0","18.0"
"1979","HOU","2050","6029","49","583","542","190","7.6%","12.4%",".088",".287",".256",".315",".344",".295","","86","1.3","-98.6","73.1","18.0"
"1903","DET","1283","5090","12","567","451","128","5.7%","",".083","",".268",".318",".351",".319","","101","-7.8","-4.6","10.3","18.0"
"2018","SEA","2373","6087","176","677","644","79","7.1%","20.1%",".154",".295",".254",".314",".408",".313","","100","-7.0","-8.3","-17.4","18.0"
"1962","PIT","1960","6035","108","706","655","50","7.2%","13.9%",".127",".296",".268",".321",".394",".317","","90","-5.1","-77.0","48.1","18.0"
"2007","STL","2440","6211","141","725","690","56","8.1%","14.6%",".132",".303",".274",".337",".405",".326","","94","-12.7","-61.3","40.6","18.0"
"2005","CHW","2208","6146","200","741","713","137","7.1%","16.3%",".163",".286",".262",".322",".425",".324","","95","-1.9","-42.1","13.8","18.0"
"1974","CHW","1811","6235","135","684","633","64","8.3%","13.8%",".121",".293",".268",".330",".389",".330","","105","-5.8","25.7","-59.6","18.0"
"1921","PIT","1578","5946","37","692","623","134","5.7%","6.2%",".102",".301",".285",".330",".387",".332","","88","2.5","-86.5","63.3","17.9"
"1946","CHC","1960","6024","56","626","566","43","9.7%","9.9%",".093",".277",".254",".331",".346",".325","","95","5.4","-28.1","19.4","17.9"
"2015","BOS","2268","6237","161","748","706","71","7.7%","18.4%",".149",".305",".265",".325",".415",".321","","99","1.4","-5.9","-28.9","17.9"
"1939","BRO","1815","6047","78","708","653","59","9.3%","10.6%",".115",".290",".265",".338",".380",".335","","90","9.3","-66.0","61.2","17.9"
"1990","CLE","1684","6087","110","732","675","107","7.5%","13.7%",".124",".295",".267",".324",".391",".320","","97","-1.5","-19.0","-0.3","17.9"
"1994","ATL","1531","4349","137","542","510","48","8.7%","15.4%",".167",".290",".267",".333",".434",".333","","97","-3.9","-21.5","59.5","17.9"
"1883","STL","890","3619","7","549","318","","3.4%","",".066","",".255",".280",".321",".274","","93","0.0","-37.9","85.0","17.9"
"1993","CLE","1781","6267","141","790","747","159","7.8%","13.5%",".133",".299",".275",".335",".409",".329","","99","10.3","1.3","-21.4","17.9"
"1978","SFG","2090","6103","117","613","576","87","9.1%","13.3%",".125",".271",".248",".318",".374",".312","","95","-2.6","-36.8","3.2","17.9"
"1962","BOS","1880","6177","146","707","671","39","8.5%","14.9%",".145",".285",".258",".324",".403",".324","","90","-4.9","-78.5","76.4","17.9"
"2015","WSN","2245","6117","177","703","665","57","8.8%","22.0%",".151",".300",".251",".321",".403",".315","","96","-2.3","-29.7","9.4","17.9"
"1896","PHI","1240","5273","49","890","778","191","8.3%","5.6%",".117",".308",".295",".363",".413",".368","","104","-13.0","23.5","-17.3","17.9"
"1973","STL","2119","6177","75","643","592","100","8.6%","12.9%",".098",".288",".259",".325",".357",".308","","89","4.8","-76.8","55.4","17.9"
"1981","MON","1402","4068","81","443","407","138","9.0%","12.2%",".124",".264",".246",".316",".370",".311","","93","12.9","-16.9","51.4","17.9"
"1981","BOS","1113","4281","90","519","492","32","8.8%","12.1%",".124",".297",".275",".340",".399",".338","","110","-4.9","39.4","-5.2","17.9"
"1901","PHA","1266","5320","35","805","665","173","5.7%","",".106","",".289",".337",".395",".345","","98","-0.7","-15.7","7.7","17.9"
"1924","CLE","1781","6027","41","756","682","85","8.1%","6.0%",".104",".314",".298",".362",".402",".359","","96","8.0","-27.3","-3.3","17.9"
"2019","LAA","2425","6251","220","769","734","65","9.4%","20.4%",".175",".281",".247",".324",".422",".316","","96","-6.1","-41.1","4.6","17.9"
"1997","MON","2215","6131","172","691","659","75","6.9%","17.7%",".167",".290",".258",".316",".425",".323","","91","-4.4","-78.2","64.2","17.9"
"1940","CHW","1602","6003","73","735","671","52","8.3%","9.5%",".108",".301",".278",".340",".387",".335","","89","-18.3","-106.8","71.3","17.9"
"1982","ATL","2163","6233","146","739","687","151","8.9%","13.9%",".127",".279",".256",".325",".383",".317","","94","-0.1","-42.7","3.7","17.8"
"1982","CHW","1871","6242","136","786","747","136","8.5%","13.9%",".140",".300",".273",".337",".413",".334","","104","4.4","34.6","-63.1","17.8"
"1987","MIL","1694","6370","163","862","832","176","9.4%","16.3%",".152",".311",".276",".346",".428",".338","","103","0.9","25.3","-61.3","17.8"
"2014","NYM","2294","6145","125","629","602","101","8.4%","20.6%",".126",".286",".239",".308",".364",".299","","92","-0.4","-56.0","32.6","17.8"
"1961","STL","2060","5944","103","703","657","46","8.3%","12.5%",".122",".296",".271",".334",".393",".323","","86","-0.2","-104.1","81.6","17.8"
"1974","PHI","2065","6121","95","676","636","115","7.7%","13.4%",".113",".290",".261",".320",".374",".315","","90","2.4","-70.0","44.8","17.8"
"1974","CLE","1824","6019","131","662","616","79","7.2%","12.6%",".115",".274",".255",".311",".370",".313","","95","-9.0","-41.9","19.4","17.8"
"2001","ANA","1824","6226","158","691","662","116","7.9%","16.1%",".144",".290",".261",".327",".405",".318","","93","0.3","-57.5","22.4","17.8"
"1952","CHW","1953","6036","80","610","560","61","9.0%","8.6%",".097",".266",".252",".327",".348",".319","","89","3.3","-73.0","52.3","17.8"
"1934","BSN","1697","5854","83","683","649","30","6.4%","7.5%",".106",".284",".272",".323",".378",".324","","93","3.5","-51.8","42.0","17.8"
"1936","BSN","1668","6041","67","631","594","23","7.2%","9.6%",".091",".286",".265",".322",".356",".317","","90","2.0","-72.6","56.4","17.8"
"1981","PHI","1480","4143","69","491","453","103","9.0%","10.4%",".115",".291",".273",".341",".389",".332","","107","3.7","34.8","-10.2","17.7"
"1880","PRO","787","3285","8","419","278","","2.7%","5.7%",".064",".261",".248",".268",".313",".265","","101","0.0","2.5","59.4","17.7"
"1939","WAS","1656","6026","44","702","647","94","9.1%","7.6%",".101",".298",".278",".346",".379",".339","","90","-4.4","-87.1","48.7","17.7"
"1936","CIN","1849","5904","82","722","674","68","6.9%","9.9%",".114",".295",".274",".329",".388",".332","","94","11.1","-31.5","23.1","17.7"
"1891","COL","1270","5263","20","702","547","280","10.1%","10.1%",".072",".264",".237",".319",".308",".313","","90","6.4","-76.9","44.8","17.7"
"1948","STL","1936","5990","105","742","680","24","9.8%","8.7%",".126",".276",".263",".340",".389",".343","","94","2.2","-44.5","25.2","17.7"
"1989","MON","2185","6207","100","632","587","159","9.2%","15.4%",".114",".280",".247",".319",".361",".307","","95","2.3","-33.2","4.1","17.7"
"1967","HOU","2031","6177","93","626","581","88","8.7%","15.1%",".114",".283",".249",".317",".364",".305","","97","7.1","-11.1","-47.5","17.7"
"2015","BAL","2249","6007","217","713","686","44","7.0%","22.2%",".171",".291",".250",".307",".421",".315","","97","-4.9","-23.9","-5.9","17.7"
"1969","STL","1924","6152","90","595","561","87","8.2%","14.2%",".106",".285",".253",".316",".359",".306","","89","1.0","-78.9","34.5","17.7"
"2001","SDP","2259","6278","161","789","753","129","10.8%","20.3%",".147",".297",".252",".336",".399",".321","","97","6.4","-16.6","-7.1","17.7"
"1927","CIN","1688","5827","29","643","575","62","6.9%","5.7%",".089",".292",".278",".332",".367",".328","","90","8.4","-64.9","57.0","17.7"
"1886","PHI","1082","4354","26","621","424","226","6.5%","11.9%",".087",".269",".240",".289",".327",".292","","93","11.4","-36.5","50.7","17.6"
"2007","TBD","2229","6280","187","782","750","131","8.7%","21.1%",".165",".318",".268",".336",".433",".335","","103","8.4","29.5","-66.0","17.6"
"1889","BSN","1217","5140","42","826","667","331","9.2%","8.8%",".093",".292",".270",".343",".363",".341","","94","5.7","-47.0","32.7","17.6"
"2002","NYM","2389","6150","160","690","650","87","7.9%","17.0%",".139",".289",".256",".322",".395",".314","","91","-6.1","-73.1","49.4","17.6"
"1999","SDP","2305","6136","153","710","671","174","10.3%","19.1%",".141",".294",".252",".332",".393",".322","","90","4.5","-77.1","61.1","17.6"
"1996","OAK","1834","6402","243","861","823","58","10.0%","17.4%",".187",".290",".265",".344",".452",".347","","103","-5.7","20.4","-73.0","17.6"
"1957","PIT","2022","5942","92","586","551","46","6.3%","12.3%",".116",".293",".268",".315",".384",".310","","88","-0.6","-85.2","80.7","17.6"
"1986","CIN","2195","6246","144","732","670","177","9.4%","14.7%",".133",".279",".254",".325",".387",".317","","92","13.7","-44.1","11.5","17.6"
"1966","NYY","1986","5936","162","611","569","49","8.2%","13.8%",".139",".249",".235",".299",".374",".299","","94","1.5","-35.1","36.3","17.6"
"1896","CLE","1260","5435","28","840","712","175","8.0%","5.8%",".090",".318",".301",".363",".391",".361","","96","-20.2","-54.3","36.5","17.6"
"1996","COL","2319","6333","221","961","909","201","8.3%","17.5%",".185",".321",".287",".355",".472",".358","","93","8.9","-45.4","35.7","17.6"
"1902","SLB","1307","5251","29","619","520","137","7.1%","",".088","",".265",".323",".353",".326","","92","-5.4","-60.5","40.5","17.6"
"2003","TBD","2223","6212","137","715","678","142","6.8%","16.6%",".139",".301",".265",".320",".404",".314","","90","13.2","-65.7","30.0","17.6"
"1923","CHW","1685","6044","42","690","604","191","8.8%","7.5%",".095",".300",".279",".350",".374",".343","","92","2.2","-58.1","39.4","17.6"
"1965","PHI","2130","6172","144","654","608","46","8.0%","17.7%",".134",".285",".250",".313",".384",".310","","96","-2.6","-33.3","-5.3","17.6"
"2008","LAA","2229","6155","159","765","721","129","7.8%","16.0%",".145",".299",".268",".330",".413",".324","","96","-1.0","-30.9","-6.5","17.6"
"2013","WSN","2241","6047","161","656","621","88","7.7%","19.7%",".146",".292",".251",".313",".398",".311","","94","3.1","-34.7","16.3","17.6"
"1995","ATL","1932","5464","168","645","618","73","9.5%","17.1%",".160",".276",".250",".326",".409",".324","","92","-5.4","-63.3","56.8","17.6"
"1896","PIT","1230","5254","27","787","667","217","7.4%","5.4%",".093",".306",".292",".353",".385",".352","","98","-8.3","-23.4","18.9","17.6"
"1900","PIT","1349","5317","26","733","602","174","6.2%","",".096","",".272",".327",".368",".332","","92","-3.7","-64.8","49.2","17.5"
"1943","DET","1737","5983","77","632","572","40","8.1%","9.2%",".098",".280",".261",".324",".359",".329","","94","-10.1","-51.4","20.6","17.5"
"1998","NYM","2278","6257","136","706","671","62","9.1%","16.8%",".135",".295",".259",".330",".394",".318","","93","-7.7","-65.0","47.1","17.5"
"1952","CHC","1815","5836","107","628","595","50","7.2%","12.2%",".119",".288",".264",".321",".383",".327","","90","-0.2","-66.8","41.2","17.5"
"1991","CHC","2291","6130","159","695","654","123","7.2%","14.3%",".138",".272",".253",".309",".390",".313","","90","-0.9","-68.1","38.5","17.5"
"1965","STL","2084","6204","109","707","645","100","7.7%","14.2%",".117",".282",".254",".314",".371",".306","","85","0.8","-103.5","70.9","17.5"
"1934","WAS","1765","6166","51","729","680","47","9.2%","7.2%",".105",".295",".278",".348",".382",".341","","91","-12.0","-85.6","45.1","17.5"
"1910","WAS","1554","5691","9","498","393","192","7.9%","",".053","",".236",".309",".289",".299","","93","-2.2","-40.5","32.8","17.5"
"2017","OAK","2350","6126","234","739","708","57","9.2%","24.3%",".190",".294",".246",".319",".436",".323","","103","-5.5","19.9","-53.6","17.5"
